Year,All Pharmacotherapy Prescriptions,Nicotine Replacement Therapy (NRT) Prescriptions,Bupropion (Zyban) Prescriptions,Varenicline (Champix) Prescriptions,Net Ingredient Cost of All Pharmacotherapies,Net Ingredient Cost of Nicotine Replacement Therapies (NRT),Net Ingredient Cost of Bupropion (Zyban),Net Ingredient Cost of Varenicline (Champix),"Tobacco Price
Index","Retail Prices
Index",Tobacco Price Index Relative to Retail Price Index,Real Households' Disposable Income,Affordability of Tobacco Index,Household Expenditure on Tobacco,Household Expenditure Total,Expenditure on Tobacco as a Percentage of Expenditure,ICD10 Code,ICD10 Diagnosis,Diagnosis Type,Metric,Sex,Value,ICD10 Code_fat,ICD10 Diagnosis_fat,Diagnosis Type_fat,Metric_fat,Sex_fat,Value_fat,Method,Sex_smk,16 and Over,16-24,25-34,35-49,50-59,60 and Over
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,900.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,34100.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,3000.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,5800.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,5400.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,4900.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,5500.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,4900.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,83800.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,21100.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,36200.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,77800.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,7800.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,16500.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,7300.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,1900.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,12200.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,2700.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,1300.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,13600.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,6800.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,700.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,3831318.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,785739.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,621984.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,207949.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,480636.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,473409.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,47427.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,9160.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,24984.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,3798.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,59918.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,7126.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,17820.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,10597.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,5689.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,17669.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,3135.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,54047.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,44830.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,120179.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,199546.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,23010.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,46317.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,8715.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,4805.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,11846.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,5691.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,1126.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,44098.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,14203.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,291200.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,115600.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,58600.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,101400.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,8300.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,41900.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,6900.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,17800.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,3200.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,28100.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,2600.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,4900.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,2700.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,3200.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,4300.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,2800.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,43600.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,12300.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,24100.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,56300.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,4500.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,9400.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,5700.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,1500.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,6600.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,1100.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,500.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,5800.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,1600.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,4418012.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,644289.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,639818.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,202988.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,365076.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,484336.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,32867.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,4121.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,9458.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,725.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,7041.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,19013.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,3848.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,7324.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,9710.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,7310.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,12237.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,2484.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,50895.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,42824.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,104919.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,106493.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,15920.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,50220.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,2764.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,2829.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,11271.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,8487.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,1667.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,70021.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,47066.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,12775.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,166600.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,47600.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,51200.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,46200.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,7900.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,25000.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,2200.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,6100.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,600.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,900.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,6000.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,400.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,900.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,2700.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,1700.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,1200.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,2100.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,40300.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,8900.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,12200.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,21500.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,3300.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,7100.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,1600.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,400.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,5600.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,1500.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,700.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,7800.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,5200.0,,,,,,,,,,,,,,
1005.5,2205.0,2076.0,129.0,,48092.0,43465.0,4627.0,,,,,,,,,,,,,,,700.0,,,,,,,,,,,,,,
2006.0,,,,,,,,,713.7,296.4,240.8,192.3,79.9,15542.0,851456.0,1.8,,,,,,,,,,,,459060.0,,,22.0,25.0,30.0,25.0,22.0,12.0
2006.0,,,,,,,,,713.7,296.4,240.8,192.3,79.9,15542.0,851456.0,1.8,,,,,,,,,,,,459060.0,,,23.0,26.0,33.0,26.0,23.0,13.0
2006.0,,,,,,,,,713.7,296.4,240.8,192.3,79.9,15542.0,851456.0,1.8,,,,,,,,,,,,459060.0,,,21.0,25.0,26.0,25.0,22.0,12.0
2006.0,,,,,,,,,713.7,296.4,240.8,192.3,79.9,15542.0,851456.0,1.8,,,,,,,,,,,,271775.0,,,22.0,25.0,30.0,25.0,22.0,12.0
2006.0,,,,,,,,,713.7,296.4,240.8,192.3,79.9,15542.0,851456.0,1.8,,,,,,,,,,,,271775.0,,,23.0,26.0,33.0,26.0,23.0,13.0
2006.0,,,,,,,,,713.7,296.4,240.8,192.3,79.9,15542.0,851456.0,1.8,,,,,,,,,,,,271775.0,,,21.0,25.0,26.0,25.0,22.0,12.0
2006.0,,,,,,,,,713.7,296.4,240.8,192.3,79.9,15542.0,851456.0,1.8,,,,,,,,,,,,128485.0,,,22.0,25.0,30.0,25.0,22.0,12.0
2006.0,,,,,,,,,713.7,296.4,240.8,192.3,79.9,15542.0,851456.0,1.8,,,,,,,,,,,,128485.0,,,23.0,26.0,33.0,26.0,23.0,13.0
2006.0,,,,,,,,,713.7,296.4,240.8,192.3,79.9,15542.0,851456.0,1.8,,,,,,,,,,,,128485.0,,,21.0,25.0,26.0,25.0,22.0,12.0
2006.0,,,,,,,,,713.7,296.4,240.8,192.3,79.9,15542.0,851456.0,1.8,,,,,,,,,,,,64091.0,,,22.0,25.0,30.0,25.0,22.0,12.0
2006.0,,,,,,,,,713.7,296.4,240.8,192.3,79.9,15542.0,851456.0,1.8,,,,,,,,,,,,64091.0,,,23.0,26.0,33.0,26.0,23.0,13.0
2006.0,,,,,,,,,713.7,296.4,240.8,192.3,79.9,15542.0,851456.0,1.8,,,,,,,,,,,,64091.0,,,21.0,25.0,26.0,25.0,22.0,12.0
2006.0,,,,,,,,,713.7,296.4,240.8,192.3,79.9,15542.0,851456.0,1.8,,,,,,,,,,,,162114.0,,,22.0,25.0,30.0,25.0,22.0,12.0
2006.0,,,,,,,,,713.7,296.4,240.8,192.3,79.9,15542.0,851456.0,1.8,,,,,,,,,,,,162114.0,,,23.0,26.0,33.0,26.0,23.0,13.0
2006.0,,,,,,,,,713.7,296.4,240.8,192.3,79.9,15542.0,851456.0,1.8,,,,,,,,,,,,162114.0,,,21.0,25.0,26.0,25.0,22.0,12.0
2006.0,,,,,,,,,713.7,296.4,240.8,192.3,79.9,15542.0,851456.0,1.8,,,,,,,,,,,,23846.0,,,22.0,25.0,30.0,25.0,22.0,12.0
2006.0,,,,,,,,,713.7,296.4,240.8,192.3,79.9,15542.0,851456.0,1.8,,,,,,,,,,,,23846.0,,,23.0,26.0,33.0,26.0,23.0,13.0
2006.0,,,,,,,,,713.7,296.4,240.8,192.3,79.9,15542.0,851456.0,1.8,,,,,,,,,,,,23846.0,,,21.0,25.0,26.0,25.0,22.0,12.0
2006.0,,,,,,,,,713.7,296.4,240.8,192.3,79.9,15542.0,851456.0,1.8,,,,,,,,,,,,27355.0,,,22.0,25.0,30.0,25.0,22.0,12.0
2006.0,,,,,,,,,713.7,296.4,240.8,192.3,79.9,15542.0,851456.0,1.8,,,,,,,,,,,,27355.0,,,23.0,26.0,33.0,26.0,23.0,13.0
2006.0,,,,,,,,,713.7,296.4,240.8,192.3,79.9,15542.0,851456.0,1.8,,,,,,,,,,,,27355.0,,,21.0,25.0,26.0,25.0,22.0,12.0
2006.0,,,,,,,,,713.7,296.4,240.8,192.3,79.9,15542.0,851456.0,1.8,,,,,,,,,,,,1547.0,,,22.0,25.0,30.0,25.0,22.0,12.0
2006.0,,,,,,,,,713.7,296.4,240.8,192.3,79.9,15542.0,851456.0,1.8,,,,,,,,,,,,1547.0,,,23.0,26.0,33.0,26.0,23.0,13.0
2006.0,,,,,,,,,713.7,296.4,240.8,192.3,79.9,15542.0,851456.0,1.8,,,,,,,,,,,,1547.0,,,21.0,25.0,26.0,25.0,22.0,12.0
2006.0,,,,,,,,,713.7,296.4,240.8,192.3,79.9,15542.0,851456.0,1.8,,,,,,,,,,,,620.0,,,22.0,25.0,30.0,25.0,22.0,12.0
2006.0,,,,,,,,,713.7,296.4,240.8,192.3,79.9,15542.0,851456.0,1.8,,,,,,,,,,,,620.0,,,23.0,26.0,33.0,26.0,23.0,13.0
2006.0,,,,,,,,,713.7,296.4,240.8,192.3,79.9,15542.0,851456.0,1.8,,,,,,,,,,,,620.0,,,21.0,25.0,26.0,25.0,22.0,12.0
2006.0,,,,,,,,,713.7,296.4,240.8,192.3,79.9,15542.0,851456.0,1.8,,,,,,,,,,,,6058.0,,,22.0,25.0,30.0,25.0,22.0,12.0
2006.0,,,,,,,,,713.7,296.4,240.8,192.3,79.9,15542.0,851456.0,1.8,,,,,,,,,,,,6058.0,,,23.0,26.0,33.0,26.0,23.0,13.0
2006.0,,,,,,,,,713.7,296.4,240.8,192.3,79.9,15542.0,851456.0,1.8,,,,,,,,,,,,6058.0,,,21.0,25.0,26.0,25.0,22.0,12.0
2006.0,,,,,,,,,713.7,296.4,240.8,192.3,79.9,15542.0,851456.0,1.8,,,,,,,,,,,,721.0,,,22.0,25.0,30.0,25.0,22.0,12.0
2006.0,,,,,,,,,713.7,296.4,240.8,192.3,79.9,15542.0,851456.0,1.8,,,,,,,,,,,,721.0,,,23.0,26.0,33.0,26.0,23.0,13.0
2006.0,,,,,,,,,713.7,296.4,240.8,192.3,79.9,15542.0,851456.0,1.8,,,,,,,,,,,,721.0,,,21.0,25.0,26.0,25.0,22.0,12.0
2006.0,,,,,,,,,713.7,296.4,240.8,192.3,79.9,15542.0,851456.0,1.8,,,,,,,,,,,,4040.0,,,22.0,25.0,30.0,25.0,22.0,12.0
2006.0,,,,,,,,,713.7,296.4,240.8,192.3,79.9,15542.0,851456.0,1.8,,,,,,,,,,,,4040.0,,,23.0,26.0,33.0,26.0,23.0,13.0
2006.0,,,,,,,,,713.7,296.4,240.8,192.3,79.9,15542.0,851456.0,1.8,,,,,,,,,,,,4040.0,,,21.0,25.0,26.0,25.0,22.0,12.0
2006.0,,,,,,,,,713.7,296.4,240.8,192.3,79.9,15542.0,851456.0,1.8,,,,,,,,,,,,3066.0,,,22.0,25.0,30.0,25.0,22.0,12.0
2006.0,,,,,,,,,713.7,296.4,240.8,192.3,79.9,15542.0,851456.0,1.8,,,,,,,,,,,,3066.0,,,23.0,26.0,33.0,26.0,23.0,13.0
2006.0,,,,,,,,,713.7,296.4,240.8,192.3,79.9,15542.0,851456.0,1.8,,,,,,,,,,,,3066.0,,,21.0,25.0,26.0,25.0,22.0,12.0
